5,4,3,2-0.2658467,-2.213373,3.340603,-4.652196,2.186556,-0.8905327,-1.35547,4.666543,1.466495,4.194204,-2.366825,-0.8284948,-1.88984,-4.732941,0.452445,1.952776,-1.556913,-0.5733488,-3.150301,-4.243134,-4.221264,-2.598342,4.002229,0.7149953,3.874978,-2.706285,1.900279,4.926126,-0.7406499,0.4228635,3.769689,0.798152,0.7953043,-1.699763,2.850158,-0.1773314,4.59118,0.9450097,0.04032207,4.997283,2.143465,-0.2205615,-0.5315688,-4.030315,2.851882,-2.349941,0.8938779
4.665513,-2.114803,3.334479,-4.356001,3.072234,-0.7988226,2.783912,-1.524404,-0.7384915,4.828002,-4.48275,-1.022028,-1.820472,-3.174174,-3.136292,3.79424,4.958011,-1.578082,-2.138574,-3.091269,1.446741,1.654376,2.357104,1.570153,-3.429456,0.4215174,2.208395,-1.082893,-0.4213731,4.947969,-1.385209,-2.395353,-4.960787,1.422015,4.747996,-0.5634336,-2.285305,-1.185865,1.953738,4.599042,0.1293368,1.45265,-0.9981019,4.725088,-1.46053,-0.4625864,1.222872
-4.521036,2.538123,-4.899016,1.494672,4.866592,0.6262283,-0.948977,-4.077949,-3.834348,0.6573467,4.214057,0.2181313,0.2404385,1.881551,-4.65343,-4.169497,0.7473164,1.4489,-3.907581,2.961056,0.37149,-4.359091,2.113577,1.024698,-2.418802,2.231813,-1.951464,4.839935,-0.9069216,2.650081,-0.0838666,4.305778,-3.410828,1.656359,1.806439,4.207752,3.524091,4.750346,0.885941,1.330057,-0.2884011,4.717089,0.7443466,2.448629,-0.9021478,-0.2082796,-0.6394298
4.158797,-4.117064,4.528635,2.993897,-1.202195,-1.509574,1.16061,3.153111,-1.897154,-2.639828,-0.09222794,-0.06046844,1.2441,-4.532832,4.872998,-2.790197,-3.647357,1.249372,1.567219,1.890869,2.210136,-1.668373,-1.350049,0.4836814,1.255265,-1.826053,-0.7303028,2.732624,1.866775,-1.512197,-2.223215,4.126096,0.394084,-1.743275,0.9492426,-0.3430562,-1.624382,2.871439,1.172045,0.2612786,0.5589337,3.951345,-0.6778076,2.940775,2.730641,-4.438439,-0.05586028
3.585074,-3.502781,-3.471925,-3.186193,-4.590813,1.378053,-1.479926,3.977125,-3.658386,-0.7504005,-1.28052,-0.4540517,3.937331,1.341556,-3.502769,-4.328462,-3.129096,0.5050139,0.4745908,-3.342415,-0.7095523,-0.4643221,3.188337,0.09036994,-2.596521,3.242303,2.426472,4.811462,0.4313033,-3.131719,-4.240397,3.624425,3.792008,0.5808572,-2.292777,1.022257,2.309984,3.547966,0.6041846,1.201146,-2.632237,4.163327,-1.972628,-3.259641,4.033113,0.815043,-0.7990906
0.2104206,-3.614862,3.314589,4.542183,0.4893713,-1.143745,1.190007,-4.888758,2.573247,-1.007096,-2.900102,0.8817472,-1.814737,-0.2565532,-1.581858,0.8738689,2.871053,-1.161793,4.760617,2.779961,-4.509184,-0.5296059,-0.8225636,-1.343028,3.216507,2.762067,-4.086541,3.762743,-0.8648698,1.712866,-4.412888,4.805334,4.921278,1.421548,-3.375932,2.558763,3.163246,-0.8538275,-1.98281,-1.155987,2.287085,0.5542498,1.761774,0.8468013,-3.873199,1.190292,1.90678
-1.421497,-1.425293,1.023825,-1.494933,4.693693,1.775741,0.9994287,-0.5535297,2.418251,-4.002726,-2.197104,1.164033,-0.3036327,1.929135,0.375176,4.36059,3.701551,1.403233,0.935883,-4.967802,1.683161,3.288198,-0.3587813,-0.8873303,2.911813,-0.3468184,-4.62216,-1.838701,0.9616794,1.679842,-4.830045,2.019007,-0.432363,0.4078691,1.265982,-1.558612,3.492045,-3.161212,-0.3686359,1.805253,2.226868,0.3889532,-0.6805532,4.45191,-0.6754737,-0.8156233,0.4513752
-1.79301,-3.577564,-2.277784,-0.8800249,-1.584432,-0.9865973,2.625692,4.244719,4.258791,2.069821,1.065084,-0.7214663,-3.728298,-1.557506,3.978754,-4.165645,-2.328948,0.1430919,2.981882,0.02692032,4.903156,2.226974,-1.394271,1.872928,-1.817673,-4.788874,-0.9716387,0.8461614,-1.613756,-3.993749,0.2590914,-3.872169,4.13733,0.05755973,-0.7270985,-1.148135,0.931098,0.1271672,0.4300358,3.154466,4.311945,-0.2840381,0.3042853,-4.021544,-4.039257,3.969702,1.343344
4.289366,-4.045606,2.312799,-3.826121,-2.651267,-0.6015098,-2.696656,4.833645,3.625811,-0.3677731,1.424098,-0.8000281,3.505726,-3.797352,2.701199,4.629519,2.725737,-0.5495708,-1.191931,4.148195,2.548255,-2.631831,-1.946009,0.5011029,0.2116652,3.969668,3.817417,2.954807,1.401375,-1.671098,3.403257,2.131469,3.112452,1.973265,3.115672,3.758718,-1.28215,3.240472,-0.1202033,-2.415289,-1.825438,4.25169,0.65948,-0.1617579,1.235674,-0.1611753,-0.7702477
0.1021929,2.351011,-0.5727892,3.397106,0.8955235,-0.6766136,-1.473348,2.96735,4.131069,4.867928,1.209135,-1.066444,2.621553,-0.187902,1.081655,2.940624,-3.769354,1.653963,-3.5351,-0.9605355,0.6519418,1.834664,-1.144398,-0.4063933,-4.741269,-2.249479,-1.302547,-3.146316,-1.910412,0.354641,-4.692867,-2.411375,1.143344,-0.2358501,3.112968,-0.191627,-0.3132014,-1.484468,-1.593559,3.185464,-1.097874,0.1009374,0.6587729,3.005143,-0.5600863,4.342422,-1.814895
-2.536271,2.827092,-2.157952,0.1430864,-4.711784,-1.277855,4.285995,-4.528923,-3.21842,4.32084,-3.330408,0.06404376,0.1008706,4.463902,0.5288439,4.144307,-4.101377,0.311116,-1.616326,1.156065,-1.396527,-2.523011,-4.706186,1.864133,-3.353152,-2.479968,-3.457804,3.72893,-0.1339457,1.321803,1.006985,-4.785118,2.436706,-0.9939125,-4.949117,-1.844469,0.3354855,-1.085966,1.906338,2.678113,-4.368732,-0.1186414,0.2784932,-3.297414,-0.6091089,-2.085183,1.415138
